"idx","num_of_columns","columns","wlp","is_comp"
308,18,"7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 30 31","9 24 42 54 52 39 22 10 3 0 0",TRUE
309,18,"6 7 9 10 11 13 14 17 18 20 22 23 24 26 27 28 30 31","9 24 42 54 52 39 22 10 3 0 0",TRUE
310,18,"5 6 10 11 12 13 14 17 18 22 23 24 26 27 28 29 30 31","9 24 42 54 52 39 22 10 3 0 0",TRUE
311,18,"6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","9 24 42 54 52 39 22 10 3 0 0",TRUE
312,18,"5 6 9 10 12 14 15 17 19 22 23 24 25 26 27 28 29 30","9 24 42 54 52 39 22 10 3 0 0",TRUE
313,18,"5 6 9 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","9 24 42 54 52 39 22 10 3 0 0",TRUE
314,18,"5 6 9 10 12 14 15 19 20 22 23 24 25 26 27 28 29 30","9 24 42 54 52 39 22 10 3 0 0",TRUE
315,18,"3 5 6 9 12 14 15 18 19 22 23 24 25 26 27 28 29 30","9 24 42 54 52 39 22 10 3 0 0",TRUE
317,18,"6 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","9 25 42 50 52 45 22 6 3 1 0",TRUE
318,18,"6 9 10 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","9 25 42 50 52 45 22 6 3 1 0",TRUE
319,18,"5 6 9 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","9 26 40 48 58 45 16 8 5 0 0",TRUE
323,18,"5 7 10 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","10 22 40 60 52 33 24 12 2 0 0",TRUE
324,18,"5 7 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30","10 22 40 60 52 33 24 12 2 0 0",TRUE
325,18,"5 7 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","10 23 40 56 52 39 24 8 2 1 0",TRUE
327,18,"6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 30 31","10 23 40 56 52 39 24 8 2 1 0",TRUE
328,18,"5 6 7 9 10 11 13 14 17 20 22 23 24 26 27 28 30 31","10 23 40 56 52 39 24 8 2 1 0",TRUE
329,18,"5 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","10 23 40 56 52 39 24 8 2 1 0",TRUE
330,18,"3 5 10 11 12 13 14 17 18 20 22 24 26 27 28 29 30 31","10 23 40 56 52 39 24 8 2 1 0",TRUE
331,18,"5 6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","10 23 40 56 52 39 24 8 2 1 0",TRUE
332,18,"6 9 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","10 23 40 56 52 39 24 8 2 1 0",TRUE
333,18,"5 6 9 12 14 15 17 19 20 22 23 24 25 26 27 28 29 30","10 24 38 54 58 39 18 10 4 0 0",TRUE
334,18,"6 9 10 12 14 15 17 18 19 22 23 24 25 26 27 28 29 30","10 24 38 54 58 39 18 10 4 0 0",TRUE
335,18,"6 9 10 12 14 15 17 19 20 22 23 24 25 26 27 28 29 30","10 24 39 54 54 39 24 10 0 0 1",TRUE
336,18,"3 5 6 9 12 14 18 19 20 22 23 24 25 26 27 28 29 30","10 24 39 54 54 39 24 10 0 0 1",TRUE
337,18,"9 10 12 13 14 15 17 18 19 20 22 23 24 26 27 28 29 30","10 24 39 54 54 39 24 10 0 0 1",TRUE
338,18,"5 6 9 10 12 13 14 15 19 20 22 23 24 26 27 28 29 30","10 24 39 54 54 39 24 10 0 0 1",TRUE
340,18,"3 6 9 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","10 25 38 50 58 45 18 6 4 1 0",TRUE
341,18,"3 6 9 10 12 14 15 18 19 22 23 24 25 26 27 28 29 30","10 25 38 50 58 45 18 6 4 1 0",TRUE
342,18,"5 6 9 10 12 14 15 17 18 19 22 24 25 26 27 28 29 30","10 25 38 50 58 45 18 6 4 1 0",TRUE
343,18,"6 9 10 11 12 13 14 17 18 20 22 24 26 27 28 29 30 31","10 25 42 50 46 45 30 6 0 1 0",TRUE
344,18,"6 9 10 12 15 18 19 20 21 22 23 24 25 26 27 28 29 30","10 26 40 48 52 45 24 8 2 0 0",TRUE
345,18,"5 9 12 14 15 17 18 19 20 22 23 24 25 26 27 28 29 30","10 26 40 48 52 45 24 8 2 0 0",TRUE
346,18,"5 6 7 9 10 11 12 13 14 20 22 23 24 26 27 28 29 31","10 27 36 44 64 51 12 4 6 1 0",TRUE
347,18,"5 6 9 10 15 18 19 20 21 22 23 24 25 26 27 28 29 30","10 27 40 44 52 51 24 4 2 1 0",TRUE
349,18,"6 7 9 10 12 14 17 18 20 21 22 25 26 27 28 29 30 31","11 22 36 60 58 33 20 12 3 0 0",TRUE
350,18,"6 7 9 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","11 22 36 60 58 33 20 12 3 0 0",TRUE
351,18,"3 5 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","11 22 36 60 58 33 20 12 3 0 0",TRUE
352,18,"5 6 7 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","11 23 36 56 58 39 20 8 3 1 0",TRUE
353,18,"5 9 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","11 23 36 56 58 39 20 8 3 1 0",TRUE
354,18,"3 6 9 12 14 15 17 18 19 22 23 24 25 26 27 28 29 30","11 24 34 54 64 39 14 10 5 0 0",TRUE
355,18,"5 7 10 11 12 13 14 17 18 22 24 25 26 27 28 29 30 31","11 24 38 54 52 39 26 10 1 0 0",TRUE
356,18,"7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","11 24 38 54 52 39 26 10 1 0 0",TRUE
357,18,"6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","11 24 38 54 52 39 26 10 1 0 0",TRUE
358,18,"9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","11 25 38 50 52 45 26 6 1 1 0",TRUE
359,18,"3 5 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","11 25 38 50 52 45 26 6 1 1 0",TRUE
360,18,"5 6 9 10 12 18 19 20 21 22 23 24 25 26 27 28 29 30","11 26 36 48 58 45 20 8 3 0 0",TRUE
362,18,"9 10 12 14 15 17 18 19 20 22 23 24 25 26 27 28 29 30","11 26 36 48 58 45 20 8 3 0 0",TRUE
363,18,"6 9 10 11 12 14 17 18 20 21 22 25 26 27 28 29 30 31","12 22 33 60 60 33 22 12 0 0 1",TRUE
364,18,"3 5 7 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30","12 22 33 60 60 33 22 12 0 0 1",TRUE
366,18,"5 6 7 9 10 11 13 14 18 20 22 23 24 26 27 28 30 31","12 23 32 56 64 39 16 8 4 1 0",TRUE
367,18,"5 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","12 24 34 54 58 39 22 10 2 0 0",TRUE
368,18,"5 7 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","12 24 34 54 58 39 22 10 2 0 0",TRUE
369,18,"3 5 9 10 12 14 17 19 21 22 23 24 25 26 27 28 29 30","12 24 34 54 58 39 22 10 2 0 0",TRUE
370,18,"5 6 9 10 11 12 13 14 20 22 23 24 26 27 28 29 30 31","12 25 34 50 58 45 22 6 2 1 0",TRUE
372,18,"6 10 12 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","12 30 41 44 44 41 30 12 0 0 1",TRUE
375,18,"5 6 9 10 14 17 19 20 21 22 23 24 25 26 27 28 29 30","13 24 30 54 64 39 18 10 3 0 0",TRUE
378,18,"7 9 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","13 29 38 46 48 41 26 10 3 1 0",TRUE
379,18,"6 9 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","13 29 38 46 48 41 26 10 3 1 0",TRUE
380,18,"9 10 12 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","13 30 36 44 54 41 20 12 5 0 0",TRUE
382,18,"9 10 12 13 14 15 17 18 20 21 22 23 25 26 28 29 30 31","14 23 24 56 76 39 8 8 6 1 0",TRUE
383,18,"6 9 10 11 12 13 14 20 22 23 24 25 26 27 28 29 30 31","14 28 34 50 54 35 22 14 4 0 0",TRUE
384,18,"9 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","14 28 35 50 50 35 28 14 0 0 1",TRUE
386,18,"9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","14 29 34 46 54 41 22 10 4 1 0",TRUE
189,19,"5 6 9 10 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30","3 25 23 27 25 10 13 1 0 0",TRUE
190,19,"3 5 6 9 10 12 15 18 19 20 22 23 24 25 26 27 28 29 30","3 26 22 24 28 13 10 0 1 0",TRUE
191,19,"6 7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","4 20 32 22 20 19 8 2 0 0",TRUE
192,19,"3 5 6 9 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","4 22 28 20 28 17 4 4 0 0",TRUE
193,19,"5 6 7 9 10 11 12 13 14 17 20 22 23 24 26 27 28 29 31","4 23 28 16 28 23 4 0 0 1",TRUE
196,19,"5 6 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","5 18 32 24 18 21 8 0 1 0",TRUE
197,19,"5 6 9 10 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","5 19 29 25 23 16 7 3 0 0",TRUE
198,19,"3 5 6 9 10 12 14 15 18 19 22 23 24 25 26 27 28 29 30","5 20 28 22 26 19 4 2 1 0",TRUE
200,19,"6 7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 30 31","6 16 30 30 18 15 10 2 0 0",TRUE
201,19,"3 5 6 10 11 12 13 14 17 18 20 22 24 26 27 28 29 30 31","6 16 30 30 18 15 10 2 0 0",TRUE
202,19,"5 6 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","6 17 29 27 21 18 7 1 1 0",TRUE
203,19,"5 6 9 10 12 14 15 17 19 20 22 23 24 25 26 27 28 29 30","6 18 26 28 26 13 6 4 0 0",TRUE
204,19,"3 5 6 9 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","6 18 26 28 26 13 6 4 0 0",TRUE
205,19,"6 9 10 12 13 14 15 17 18 19 20 22 23 24 26 27 28 29 30","6 18 26 28 26 13 6 4 0 0",TRUE
210,19,"3 6 9 10 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","6 19 26 24 26 19 6 0 0 1",TRUE
211,19,"5 6 9 10 12 15 18 19 20 21 22 23 24 25 26 27 28 29 30","6 20 26 22 26 19 6 2 0 0",TRUE
213,19,"5 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","7 15 27 33 21 12 9 3 0 0",TRUE
214,19,"5 6 7 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30","7 15 27 33 21 12 9 3 0 0",TRUE
215,19,"5 6 7 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","7 16 26 30 24 15 6 2 1 0",TRUE
217,19,"5 6 7 9 10 11 13 14 17 18 20 22 23 24 26 27 28 30 31","7 16 26 30 24 15 6 2 1 0",TRUE
218,19,"3 5 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","7 16 26 30 24 15 6 2 1 0",TRUE
219,19,"5 6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","7 16 26 30 24 15 6 2 1 0",TRUE
220,19,"5 6 9 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","7 16 26 30 24 15 6 2 1 0",TRUE
221,19,"6 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","7 17 27 27 21 18 9 1 0 0",TRUE
222,19,"3 5 6 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","7 17 27 27 21 18 9 1 0 0",TRUE
223,19,"3 6 9 10 12 14 15 17 18 19 22 23 24 25 26 27 28 29 30","7 18 22 28 32 13 2 4 1 0",TRUE
225,19,"5 6 9 10 11 12 13 14 17 20 22 23 24 26 27 28 29 30 31","7 18 26 24 24 21 6 0 1 0",TRUE
227,19,"3 5 6 9 10 12 18 19 20 21 22 23 24 25 26 27 28 29 30","7 20 22 22 32 19 2 2 1 0",TRUE
228,19,"6 7 9 10 11 12 14 17 18 20 21 22 25 26 27 28 29 30 31","8 14 24 36 24 9 8 4 0 0",TRUE
229,19,"3 5 7 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30","8 14 24 36 24 9 8 4 0 0",TRUE
230,19,"5 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 29 30 31","8 15 23 33 27 12 5 3 1 0",TRUE
231,19,"3 9 10 12 13 14 15 17 18 20 21 22 23 25 26 28 29 30 31","8 15 24 32 24 15 8 0 0 1",TRUE
233,19,"5 6 7 10 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","8 15 24 32 24 15 8 0 0 1",TRUE
234,19,"5 6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 30 31","8 15 24 32 24 15 8 0 0 1",TRUE
235,19,"5 7 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","8 16 24 30 24 15 8 2 0 0",TRUE
236,19,"5 6 7 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","8 16 24 30 24 15 8 2 0 0",TRUE
237,19,"6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","8 16 24 30 24 15 8 2 0 0",TRUE
238,19,"5 6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","8 16 24 30 24 15 8 2 0 0",TRUE
239,19,"5 6 9 10 14 15 17 19 20 21 22 23 24 25 26 27 28 29 30","8 16 24 30 24 15 8 2 0 0",TRUE
241,19,"3 5 9 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","8 17 23 27 27 18 5 1 1 0",TRUE
247,19,"5 6 7 9 10 11 13 14 18 20 22 23 24 26 27 28 29 30 31","9 14 20 36 30 9 4 4 1 0",TRUE
248,19,"6 9 10 11 12 14 17 18 20 21 22 23 25 26 27 28 29 30 31","9 15 21 33 27 12 7 3 0 0",TRUE
249,19,"6 7 9 10 12 14 17 18 20 21 22 23 25 26 27 28 29 30 31","9 15 21 33 27 12 7 3 0 0",TRUE
251,19,"5 6 9 10 12 14 17 19 20 21 22 23 24 25 26 27 28 29 30","9 16 20 30 30 15 4 2 1 0",TRUE
253,19,"9 10 12 13 14 15 17 18 19 20 22 23 24 25 26 27 28 29 30","9 17 21 27 27 18 7 1 0 0",TRUE
254,19,"5 6 7 9 10 11 12 13 14 20 22 23 24 26 27 28 29 30 31","9 18 20 24 30 21 4 0 1 0",TRUE
255,19,"6 7 9 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","9 19 25 25 19 16 11 3 0 0",TRUE
257,19,"6 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","9 20 24 22 22 19 8 2 1 0",TRUE
260,19,"3 5 7 10 11 12 13 14 18 20 22 24 25 26 27 28 29 30 31","10 16 18 30 30 15 6 2 0 0",TRUE
262,19,"6 9 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","10 18 22 28 22 13 10 4 0 0",TRUE
263,19,"6 10 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","10 18 22 28 22 13 10 4 0 0",TRUE
264,19,"9 10 12 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","10 19 21 25 25 16 7 3 1 0",TRUE
267,19,"7 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","10 19 22 24 22 19 10 0 0 1",TRUE
268,19,"9 10 12 13 14 15 17 18 20 21 22 23 25 26 27 28 29 30 31","11 16 14 30 36 15 2 2 1 0",TRUE
269,19,"5 6 9 10 11 12 13 14 20 22 23 24 25 26 27 28 29 30 31","11 18 18 28 28 13 6 4 1 0",TRUE
122,20,"5 6 7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","2 14 22 8 6 9 2 0 0",TRUE
123,20,"3 5 6 9 10 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","2 16 16 12 10 3 4 0 0",TRUE
124,20,"3 5 6 9 10 12 15 18 19 20 21 22 23 24 25 26 27 28 29 30","2 18 14 8 14 5 2 0 0",TRUE
125,20,"3 5 6 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","3 13 19 11 9 6 1 1 0",TRUE
129,20,"5 6 7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 30 31","4 10 20 16 4 5 4 0 0",TRUE
130,20,"5 6 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","4 11 18 15 8 4 2 1 0",TRUE
132,20,"5 6 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","4 12 18 12 8 7 2 0 0",TRUE
137,20,"3 5 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","5 9 17 19 7 2 3 1 0",TRUE
138,20,"5 6 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 29 30 31","5 10 16 16 10 5 0 0 1",TRUE
140,20,"3 5 6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","5 10 16 16 10 5 0 0 1",TRUE
141,20,"5 6 7 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","5 10 17 16 7 5 3 0 0",TRUE
142,20,"3 5 6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","5 11 15 15 11 4 1 1 0",TRUE
143,20,"5 6 9 10 12 14 15 17 19 20 21 22 23 24 25 26 27 28 29 30","5 11 15 15 11 4 1 1 0",TRUE
147,20,"5 6 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","5 15 15 7 11 8 1 1 0",TRUE
149,20,"6 7 9 10 11 12 14 17 18 20 21 22 23 25 26 27 28 29 30 31","6 9 14 19 10 2 2 1 0",TRUE
150,20,"3 9 10 12 13 14 15 17 18 20 21 22 23 25 26 27 28 29 30 31","6 10 14 16 10 5 2 0 0",TRUE
153,20,"5 6 7 10 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30 31","6 10 14 16 10 5 2 0 0",TRUE
154,20,"3 5 7 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","6 10 14 16 10 5 2 0 0",TRUE
155,20,"5 6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","6 10 14 16 10 5 2 0 0",TRUE
160,20,"6 7 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","6 12 16 12 6 7 4 0 0",TRUE
163,20,"3 5 7 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","7 9 11 19 13 2 1 1 0",TRUE
165,20,"5 6 9 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","7 11 13 15 9 4 3 1 0",TRUE
166,20,"6 10 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","7 11 13 15 9 4 3 1 0",TRUE
175,20,"5 6 7 9 10 11 12 13 14 20 22 23 24 25 26 27 28 29 30 31","8 12 10 12 12 7 2 0 0",TRUE
178,20,"5 6 9 10 11 12 13 14 20 21 22 23 24 25 26 27 28 29 30 31","9 11 7 15 15 4 1 1 0",TRUE
70,21,"3 5 6 7 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","0 10 16 0 0 5 0 0",TRUE
74,21,"3 5 6 9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","1 10 11 4 3 1 1 0",TRUE
75,21,"3 5 6 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","1 14 7 0 7 1 1 0",TRUE
76,21,"3 5 6 7 10 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","2 7 12 7 2 0 0 1",TRUE
80,21,"3 5 6 7 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30 31","3 6 11 8 1 1 1 0",TRUE
82,21,"5 6 7 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","3 8 11 4 1 3 1 0",TRUE
85,21,"3 6 7 9 10 11 12 14 17 18 20 21 22 23 25 26 27 28 29 30 31","4 5 9 10 2 0 1 0",TRUE
89,21,"3 5 6 7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 30 31","4 6 8 8 4 1 0 0",TRUE
90,21,"3 5 6 9 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","4 7 8 7 4 0 0 1",TRUE
101,21,"3 5 6 9 10 11 12 13 14 20 21 22 23 24 25 26 27 28 29 30 31","5 6 7 8 3 1 1 0",TRUE
102,21,"5 6 7 9 10 11 12 13 14 18 20 22 23 24 25 26 27 28 29 30 31","5 6 7 8 3 1 1 0",TRUE
112,21,"5 6 7 9 10 11 12 13 14 20 21 22 23 24 25 26 27 28 29 30 31","7 8 3 4 5 3 1 0",TRUE
114,21,"9 10 11 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31","8 7 0 7 8 0 0 1",TRUE
37,22,"3 5 6 7 9 10 11 12 13 14 17 18 20 23 24 25 26 27 28 29 30 31","0 7 7 0 0 0 1",TRUE
55,22,"3 5 6 7 9 10 11 12 13 14 20 21 22 23 24 25 26 27 28 29 30 31","4 3 3 4 0 0 1",TRUE
