"idx","num_of_columns","columns","wlp","is_comp"
289,13,"1 2 4 8 16 31 7 11 21 25 13 3 18","7 28 42 50 56 35 22 14 1 0 0",FALSE
290,13,"1 2 4 8 16 15 19 21 25 30 3 5 6","7 28 46 42 52 51 18 6 5 0 0",FALSE
291,13,"1 2 4 8 16 31 7 11 21 13 14 17 3","7 29 42 46 56 41 22 10 1 1 0",FALSE
292,13,"1 2 4 8 16 31 7 11 21 25 13 3 5","7 29 42 46 56 41 22 10 1 1 0",FALSE
293,13,"1 2 4 8 16 15 19 21 25 3 29 5 27","8 23 48 56 40 39 32 8 0 1 0",FALSE
294,13,"1 2 4 8 16 31 7 11 21 13 17 3 24","8 24 46 54 46 39 26 10 2 0 0",FALSE
295,13,"1 2 4 8 16 15 19 21 25 30 3 5 7","8 25 46 50 46 45 26 6 2 1 0",FALSE
296,13,"1 2 4 8 16 31 7 11 21 13 17 3 23","8 25 46 50 46 45 26 6 2 1 0",FALSE
297,13,"1 2 4 8 16 31 7 11 13 14 17 18 5","8 26 44 48 52 45 20 8 4 0 0",FALSE
298,13,"1 2 4 8 16 31 7 11 21 13 17 3 9","8 26 44 48 52 45 20 8 4 0 0",FALSE
299,13,"1 2 4 8 16 31 7 11 13 14 17 18 12","8 26 45 48 48 45 26 8 0 0 1",FALSE
300,13,"1 2 4 8 16 31 7 11 21 13 17 3 6","8 26 45 48 48 45 26 8 0 0 1",FALSE
301,13,"1 2 4 8 16 15 19 21 25 30 3 18 7","8 27 44 44 52 51 20 4 4 1 0",FALSE
302,13,"1 2 4 8 16 31 7 11 21 25 13 5 6","8 28 38 50 62 35 18 14 2 0 0",FALSE
303,13,"1 2 4 8 16 31 7 11 21 13 14 17 5","8 29 38 46 62 41 18 10 2 1 0",FALSE
304,13,"1 2 4 8 16 31 7 11 21 25 13 5 9","8 29 38 46 62 41 18 10 2 1 0",FALSE
305,13,"1 2 4 8 16 31 7 11 21 13 14 3 6","8 31 40 40 56 47 24 8 0 1 0",FALSE
306,13,"1 2 4 8 16 15 19 21 25 3 29 5 10","9 22 44 60 46 33 28 12 1 0 0",FALSE
307,13,"1 2 4 8 16 15 19 21 25 3 29 5 7","9 23 44 56 46 39 28 8 1 1 0",FALSE
308,13,"1 2 4 8 16 15 19 21 25 3 29 5 6","9 24 42 54 52 39 22 10 3 0 0",FALSE
309,13,"1 2 4 8 16 15 19 21 25 3 29 5 12","9 24 42 54 52 39 22 10 3 0 0",FALSE
310,13,"1 2 4 8 16 15 19 21 25 7 9 3 20","9 24 42 54 52 39 22 10 3 0 0",FALSE
311,13,"1 2 4 8 16 15 19 21 25 30 3 5 17","9 24 42 54 52 39 22 10 3 0 0",FALSE
312,13,"1 2 4 8 16 31 7 11 21 13 3 18 20","9 24 42 54 52 39 22 10 3 0 0",FALSE
313,13,"1 2 4 8 16 31 7 11 21 13 17 3 10","9 24 42 54 52 39 22 10 3 0 0",FALSE
314,13,"1 2 4 8 16 31 7 11 21 13 17 3 18","9 24 42 54 52 39 22 10 3 0 0",FALSE
315,13,"1 2 4 8 16 31 7 11 21 13 17 20 10","9 24 42 54 52 39 22 10 3 0 0",FALSE
316,13,"1 2 4 8 16 31 7 11 21 25 3 17 23","9 24 42 54 52 39 22 10 3 0 0",FALSE
317,13,"1 2 4 8 16 15 19 21 25 7 9 3 5","9 25 42 50 52 45 22 6 3 1 0",FALSE
318,13,"1 2 4 8 16 31 7 11 21 13 17 3 5","9 25 42 50 52 45 22 6 3 1 0",FALSE
319,13,"1 2 4 8 16 31 7 11 13 14 17 18 3","9 26 40 48 58 45 16 8 5 0 0",FALSE
320,13,"1 2 4 8 16 31 7 11 21 13 20 3 6","9 26 40 48 58 45 16 8 5 0 0",FALSE
321,13,"1 2 4 8 16 15 19 21 25 3 5 23 6","9 28 42 42 52 51 22 6 3 0 0",FALSE
322,13,"1 2 4 8 16 31 7 11 21 13 14 3 5","9 30 36 44 62 41 20 12 1 0 0",FALSE
323,13,"1 2 4 8 16 15 19 21 9 31 3 6 11","10 22 40 60 52 33 24 12 2 0 0",FALSE
324,13,"1 2 4 8 16 15 19 21 9 31 3 6 23","10 22 40 60 52 33 24 12 2 0 0",FALSE
325,13,"1 2 4 8 16 15 19 21 9 31 3 6 10","10 23 40 56 52 39 24 8 2 1 0",FALSE
326,13,"1 2 4 8 16 15 19 21 25 3 5 10 12","10 23 40 56 52 39 24 8 2 1 0",FALSE
327,13,"1 2 4 8 16 15 19 21 25 3 29 5 17","10 23 40 56 52 39 24 8 2 1 0",FALSE
328,13,"1 2 4 8 16 15 19 21 25 3 29 12 18","10 23 40 56 52 39 24 8 2 1 0",FALSE
329,13,"1 2 4 8 16 15 19 21 25 7 9 3 6","10 23 40 56 52 39 24 8 2 1 0",FALSE
330,13,"1 2 4 8 16 15 19 21 25 7 9 23 6","10 23 40 56 52 39 24 8 2 1 0",FALSE
331,13,"1 2 4 8 16 15 19 21 25 30 3 7 17","10 23 40 56 52 39 24 8 2 1 0",FALSE
332,13,"1 2 4 8 16 31 7 11 13 18 20 3 5","10 23 40 56 52 39 24 8 2 1 0",FALSE
333,13,"1 2 4 8 16 31 7 11 21 13 3 18 10","10 24 38 54 58 39 18 10 4 0 0",FALSE
334,13,"1 2 4 8 16 31 7 11 21 13 20 3 5","10 24 38 54 58 39 18 10 4 0 0",FALSE
335,13,"1 2 4 8 16 31 7 11 21 13 3 18 5","10 24 39 54 54 39 24 10 0 0 1",FALSE
336,13,"1 2 4 8 16 31 7 11 21 13 17 10 15","10 24 39 54 54 39 24 10 0 0 1",FALSE
337,13,"1 2 4 8 16 31 7 11 21 25 3 5 6","10 24 39 54 54 39 24 10 0 0 1",FALSE
338,13,"1 2 4 8 16 31 7 11 21 25 3 17 18","10 24 39 54 54 39 24 10 0 0 1",FALSE
339,13,"1 2 4 8 16 31 7 11 21 13 3 23 5","10 25 38 50 58 45 18 6 4 1 0",FALSE
340,13,"1 2 4 8 16 31 7 11 21 13 17 10 5","10 25 38 50 58 45 18 6 4 1 0",FALSE
341,13,"1 2 4 8 16 31 7 11 21 13 17 20 5","10 25 38 50 58 45 18 6 4 1 0",FALSE
342,13,"1 2 4 8 16 31 7 11 21 13 20 3 23","10 25 38 50 58 45 18 6 4 1 0",FALSE
343,13,"1 2 4 8 16 15 19 21 25 3 5 23 7","10 25 42 50 46 45 30 6 0 1 0",FALSE
344,13,"1 2 4 8 16 31 7 11 13 14 17 3 5","10 26 40 48 52 45 24 8 2 0 0",FALSE
345,13,"1 2 4 8 16 31 7 11 21 13 3 6 10","10 26 40 48 52 45 24 8 2 0 0",FALSE
346,13,"1 2 4 8 16 15 19 21 25 30 3 18 17","10 27 36 44 64 51 12 4 6 1 0",FALSE
347,13,"1 2 4 8 16 31 7 11 13 14 17 3 12","10 27 40 44 52 51 24 4 2 1 0",FALSE
348,13,"1 2 4 8 16 31 7 11 21 13 14 5 10","10 31 32 40 68 47 16 8 2 1 0",FALSE
349,13,"1 2 4 8 16 15 19 5 24 13 3 23 11","11 22 36 60 58 33 20 12 3 0 0",FALSE
350,13,"1 2 4 8 16 15 19 21 25 3 5 10 17","11 22 36 60 58 33 20 12 3 0 0",FALSE
351,13,"1 2 4 8 16 15 19 21 25 7 9 6 17","11 22 36 60 58 33 20 12 3 0 0",FALSE
352,13,"1 2 4 8 16 15 19 21 9 31 3 10 11","11 23 36 56 58 39 20 8 3 1 0",FALSE
353,13,"1 2 4 8 16 31 7 11 13 18 20 3 6","11 23 36 56 58 39 20 8 3 1 0",FALSE
354,13,"1 2 4 8 16 31 7 11 21 13 20 5 10","11 24 34 54 64 39 14 10 5 0 0",FALSE
355,13,"1 2 4 8 16 15 19 21 9 23 3 6 20","11 24 38 54 52 39 26 10 1 0 0",FALSE
356,13,"1 2 4 8 16 15 19 21 25 3 5 6 17","11 24 38 54 52 39 26 10 1 0 0",FALSE
357,13,"1 2 4 8 16 15 19 21 25 3 5 7 17","11 24 38 54 52 39 26 10 1 0 0",FALSE
358,13,"1 2 4 8 16 15 19 21 25 3 5 7 6","11 25 38 50 52 45 26 6 1 1 0",FALSE
359,13,"1 2 4 8 16 31 7 11 13 18 20 9 6","11 25 38 50 52 45 26 6 1 1 0",FALSE
360,13,"1 2 4 8 16 31 7 11 13 14 17 3 15","11 26 36 48 58 45 20 8 3 0 0",FALSE
361,13,"1 2 4 8 16 31 7 11 21 13 3 5 10","11 26 36 48 58 45 20 8 3 0 0",FALSE
362,13,"1 2 4 8 16 31 7 11 21 13 3 6 5","11 26 36 48 58 45 20 8 3 0 0",FALSE
363,13,"1 2 4 8 16 15 19 5 24 13 3 23 7","12 22 33 60 60 33 22 12 0 0 1",FALSE
364,13,"1 2 4 8 16 15 19 21 9 31 6 17 23","12 22 33 60 60 33 22 12 0 0 1",FALSE
365,13,"1 2 4 8 16 7 11 19 5 24 9 20 3","12 23 32 56 64 39 16 8 4 1 0",FALSE
366,13,"1 2 4 8 16 15 19 21 25 3 29 12 17","12 23 32 56 64 39 16 8 4 1 0",FALSE
367,13,"1 2 4 8 16 15 19 21 9 23 3 6 7","12 24 34 54 58 39 22 10 2 0 0",FALSE
368,13,"1 2 4 8 16 15 19 21 9 23 3 6 17","12 24 34 54 58 39 22 10 2 0 0",FALSE
369,13,"1 2 4 8 16 31 7 11 13 18 20 6 15","12 24 34 54 58 39 22 10 2 0 0",FALSE
370,13,"1 2 4 8 16 15 19 21 25 7 3 18 17","12 25 34 50 58 45 22 6 2 1 0",FALSE
371,13,"1 2 4 8 16 31 7 11 21 6 10 15 5","12 25 34 50 58 45 22 6 2 1 0",FALSE
372,13,"1 2 4 8 16 31 7 11 13 14 3 5 9","12 30 41 44 44 41 30 12 0 0 1",FALSE
373,13,"1 2 4 8 16 31 7 11 13 14 3 5 10","12 31 40 40 48 47 24 8 4 1 0",FALSE
374,13,"1 2 4 8 16 7 11 19 5 24 9 12 3","13 24 30 54 64 39 18 10 3 0 0",FALSE
375,13,"1 2 4 8 16 31 7 11 13 18 3 12 15","13 24 30 54 64 39 18 10 3 0 0",FALSE
376,13,"1 2 4 8 16 31 7 11 13 18 5 10 15","13 26 32 48 58 45 24 8 1 0 0",FALSE
377,13,"1 2 4 8 16 31 7 11 21 13 5 10 15","13 28 30 42 64 51 18 6 3 0 0",FALSE
378,13,"1 2 4 8 16 15 19 21 3 5 23 17 6","13 29 38 46 48 41 26 10 3 1 0",FALSE
379,13,"1 2 4 8 16 15 19 21 3 5 23 17 7","13 29 38 46 48 41 26 10 3 1 0",FALSE
380,13,"1 2 4 8 16 31 7 11 13 14 3 5 6","13 30 36 44 54 41 20 12 5 0 0",FALSE
381,13,"1 2 4 8 16 31 7 11 13 14 3 5 15","13 30 36 44 54 41 20 12 5 0 0",FALSE
382,13,"1 2 4 8 16 7 11 19 5 24 6 27 3","14 23 24 56 76 39 8 8 6 1 0",FALSE
383,13,"1 2 4 8 16 15 19 21 7 17 3 5 18","14 28 34 50 54 35 22 14 4 0 0",FALSE
384,13,"1 2 4 8 16 15 19 21 7 17 3 5 6","14 28 35 50 50 35 28 14 0 0 1",FALSE
385,13,"1 2 4 8 16 15 19 21 3 5 23 6 7","14 29 34 46 54 41 22 10 4 1 0",FALSE
386,13,"1 2 4 8 16 15 19 21 22 7 3 5 6","14 29 34 46 54 41 22 10 4 1 0",FALSE
387,13,"1 2 4 8 16 31 7 11 13 14 3 12 15","14 31 32 40 60 47 16 8 6 1 0",FALSE
388,13,"1 2 4 8 16 7 11 13 14 3 5 9 15","16 39 48 48 48 39 16 0 0 1 0",FALSE
389,13,"1 2 4 8 16 7 11 13 14 3 5 9 6","17 38 44 52 54 33 12 4 1 0 0",FALSE
390,13,"3 4 5 6 7 8 9 10 11 12 13 14 15","22 55 72 96 116 87 40 16 6 1 0",FALSE
391,14,"1 2 4 8 16 31 7 11 21 25 13 14 19 22","0 77 0 168 0 203 0 56 0 7 0 0",FALSE
392,14,"1 2 4 8 16 31 7 11 21 25 13 14 19 3","5 55 45 96 106 87 82 16 17 1 1 0",FALSE
393,14,"1 2 4 8 16 31 7 11 21 25 13 14 19 6","6 55 40 96 116 87 72 16 22 1 0 0",FALSE
394,14,"1 2 4 8 16 31 7 11 21 25 13 14 17 18","8 42 64 85 112 85 64 42 8 0 0 1",FALSE
395,14,"1 2 4 8 16 31 7 11 21 25 13 14 17 3","8 42 65 84 108 89 70 36 4 4 1 0",FALSE
396,14,"1 2 4 8 16 31 7 11 21 13 14 26 3 17","8 43 64 80 112 95 64 32 8 5 0 0",FALSE
397,14,"1 2 4 8 16 31 7 11 21 25 13 14 17 20","8 43 64 80 112 95 64 32 8 5 0 0",FALSE
398,14,"1 2 4 8 16 31 7 11 21 13 14 26 3 6","8 45 64 72 112 107 64 24 8 7 0 0",FALSE
399,14,"1 2 4 8 16 15 19 21 25 30 3 5 23 9","9 37 73 84 94 103 70 28 9 3 1 0",FALSE
400,14,"1 2 4 8 16 31 7 11 21 13 14 17 18 20","9 39 69 80 106 103 58 32 13 1 1 0",FALSE
401,14,"1 2 4 8 16 15 19 21 25 30 3 5 23 6","9 41 69 72 106 115 58 24 13 3 1 0",FALSE
402,14,"1 2 4 8 16 31 7 11 21 25 13 14 17 5","9 42 60 84 118 89 60 36 9 4 0 0",FALSE
403,14,"1 2 4 8 16 31 7 11 21 25 13 14 3 5","9 43 61 80 114 95 66 32 5 5 1 0",FALSE
404,14,"1 2 4 8 16 15 19 21 25 30 3 5 10 29","10 34 72 93 92 93 72 34 10 0 0 1",FALSE
405,14,"1 2 4 8 16 15 19 21 25 30 3 5 10 12","10 35 72 88 92 103 72 24 10 5 0 0",FALSE
406,14,"1 2 4 8 16 31 7 11 21 13 14 17 18 6","10 36 69 88 100 97 66 32 10 2 1 0",FALSE
407,14,"1 2 4 8 16 31 7 11 21 25 13 3 17 6","10 36 69 88 100 97 66 32 10 2 1 0",FALSE
408,14,"1 2 4 8 16 31 7 11 21 13 14 17 20 3","10 37 68 84 104 103 60 28 14 3 0 0",FALSE
409,14,"1 2 4 8 16 31 7 11 21 25 13 3 17 5","10 37 68 84 104 103 60 28 14 3 0 0",FALSE
410,14,"1 2 4 8 16 31 7 11 21 25 13 14 5 6","10 42 56 85 124 85 56 42 10 0 0 1",FALSE
411,14,"1 2 4 8 16 31 7 11 21 13 14 26 3 5","10 43 56 80 124 95 56 32 10 5 0 0",FALSE
412,14,"1 2 4 8 16 31 7 11 21 25 13 14 5 9","10 43 56 80 124 95 56 32 10 5 0 0",FALSE
413,14,"1 2 4 8 16 15 19 21 25 3 29 5 27 7","11 33 69 96 94 91 74 32 7 3 1 0",FALSE
414,14,"1 2 4 8 16 15 19 21 25 30 3 5 10 7","11 34 68 92 98 97 68 28 11 4 0 0",FALSE
415,14,"1 2 4 8 16 31 7 11 21 13 17 3 24 12","11 34 68 92 98 97 68 28 11 4 0 0",FALSE
416,14,"1 2 4 8 16 31 7 11 21 25 13 3 17 18","11 35 65 92 106 91 62 36 11 1 1 0",FALSE
417,14,"1 2 4 8 16 31 7 11 21 25 13 3 18 5","11 35 65 92 106 91 62 36 11 1 1 0",FALSE
418,14,"1 2 4 8 16 31 7 11 21 25 13 3 18 20","11 35 65 92 106 91 62 36 11 1 1 0",FALSE
419,14,"1 2 4 8 16 15 19 21 25 30 3 5 23 7","11 35 69 88 94 103 74 24 7 5 1 0",FALSE
420,14,"1 2 4 8 16 31 7 11 21 13 14 17 18 3","11 36 64 88 110 97 56 32 15 2 0 0",FALSE
421,14,"1 2 4 8 16 31 7 11 21 13 14 17 18 5","11 36 64 88 110 97 56 32 15 2 0 0",FALSE
422,14,"1 2 4 8 16 31 7 11 21 25 13 3 18 6","11 36 64 88 110 97 56 32 15 2 0 0",FALSE
423,14,"1 2 4 8 16 31 7 11 21 13 14 17 3 6","11 37 65 84 106 103 62 28 11 3 1 0",FALSE
424,14,"1 2 4 8 16 31 7 11 21 13 14 17 20 10","11 37 65 84 106 103 62 28 11 3 1 0",FALSE
425,14,"1 2 4 8 16 31 7 11 21 25 13 3 5 9","11 37 65 84 106 103 62 28 11 3 1 0",FALSE
426,14,"1 2 4 8 16 31 7 11 21 13 17 3 24 15","12 32 65 100 100 85 70 36 8 2 1 0",FALSE
427,14,"1 2 4 8 16 15 19 21 25 3 29 5 10 12","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
428,14,"1 2 4 8 16 15 19 21 25 3 29 5 12 18","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
429,14,"1 2 4 8 16 15 19 21 25 3 29 5 27 6","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
430,14,"1 2 4 8 16 15 19 21 25 30 3 5 10 17","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
431,14,"1 2 4 8 16 31 7 11 21 13 17 3 23 10","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
432,14,"1 2 4 8 16 31 7 11 21 13 17 3 24 5","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
433,14,"1 2 4 8 16 31 7 11 21 13 17 3 24 9","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
434,14,"1 2 4 8 16 31 7 11 21 13 17 3 24 10","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
435,14,"1 2 4 8 16 31 7 11 21 25 3 17 23 27","12 33 64 96 104 91 64 32 12 3 0 0",FALSE
436,14,"1 2 4 8 16 15 19 21 25 3 29 5 6 18","12 34 64 93 104 93 64 34 12 0 0 1",FALSE
437,14,"1 2 4 8 16 15 19 21 25 30 3 5 6 17","12 34 64 93 104 93 64 34 12 0 0 1",FALSE
438,14,"1 2 4 8 16 31 7 11 13 14 17 18 5 9","12 34 64 93 104 93 64 34 12 0 0 1",FALSE
439,14,"1 2 4 8 16 31 7 11 21 13 17 3 9 15","12 34 64 93 104 93 64 34 12 0 0 1",FALSE
440,14,"1 2 4 8 16 31 7 11 13 14 17 18 5 12","12 34 65 92 100 97 70 28 8 4 1 0",FALSE
441,14,"1 2 4 8 16 31 7 11 21 13 17 3 23 6","12 34 65 92 100 97 70 28 8 4 1 0",FALSE
442,14,"1 2 4 8 16 31 7 11 21 25 13 5 6 18","12 35 60 92 116 91 52 36 16 1 0 0",FALSE
443,14,"1 2 4 8 16 15 19 21 25 30 3 5 6 7","12 35 64 88 104 103 64 24 12 5 0 0",FALSE
444,14,"1 2 4 8 16 15 19 21 25 30 3 5 7 22","12 35 64 88 104 103 64 24 12 5 0 0",FALSE
445,14,"1 2 4 8 16 31 7 11 13 14 17 18 5 6","12 35 64 88 104 103 64 24 12 5 0 0",FALSE
446,14,"1 2 4 8 16 31 7 11 21 13 17 3 23 5","12 35 64 88 104 103 64 24 12 5 0 0",FALSE
447,14,"1 2 4 8 16 31 7 11 21 13 17 3 23 20","12 35 64 88 104 103 64 24 12 5 0 0",FALSE
448,14,"1 2 4 8 16 31 7 11 21 13 14 17 3 5","12 36 61 88 112 97 58 32 12 2 1 0",FALSE
449,14,"1 2 4 8 16 31 7 11 21 25 13 3 5 6","12 36 61 88 112 97 58 32 12 2 1 0",FALSE
450,14,"1 2 4 8 16 31 7 11 21 25 13 5 6 9","12 36 61 88 112 97 58 32 12 2 1 0",FALSE
451,14,"1 2 4 8 16 31 7 11 21 13 14 17 20 5","12 37 60 84 116 103 52 28 16 3 0 0",FALSE
452,14,"1 2 4 8 16 31 7 11 21 25 13 5 9 15","12 37 60 84 116 103 52 28 16 3 0 0",FALSE
453,14,"1 2 4 8 16 15 19 21 25 30 3 18 7 22","12 37 64 80 104 115 64 16 12 7 0 0",FALSE
454,14,"1 2 4 8 16 31 7 11 21 13 14 3 6 9","12 41 64 72 104 115 64 24 12 3 0 0",FALSE
455,14,"1 2 4 8 16 31 7 11 21 13 14 26 5 10","12 45 48 72 136 107 48 24 12 7 0 0",FALSE
456,14,"1 2 4 8 16 15 19 21 25 3 29 5 10 17","13 31 61 104 106 79 66 40 9 1 1 0",FALSE
457,14,"1 2 4 8 16 31 7 11 21 13 3 18 20 10","13 32 60 100 110 85 60 36 13 2 0 0",FALSE
458,14,"1 2 4 8 16 31 7 11 21 13 17 3 10 18","13 32 60 100 110 85 60 36 13 2 0 0",FALSE
459,14,"1 2 4 8 16 15 19 21 25 3 29 5 6 17","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
460,14,"1 2 4 8 16 15 19 21 25 3 29 5 7 6","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
461,14,"1 2 4 8 16 15 19 21 25 3 29 5 7 17","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
462,14,"1 2 4 8 16 15 19 21 25 7 9 3 20 6","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
463,14,"1 2 4 8 16 15 19 21 25 30 3 5 7 17","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
464,14,"1 2 4 8 16 31 7 11 21 13 3 18 20 5","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
465,14,"1 2 4 8 16 31 7 11 21 13 17 3 10 15","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
466,14,"1 2 4 8 16 31 7 11 21 13 17 3 18 5","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
467,14,"1 2 4 8 16 31 7 11 21 13 17 20 10 15","13 33 61 96 106 91 66 32 9 3 1 0",FALSE
468,14,"1 2 4 8 16 31 7 11 13 14 17 18 5 3","13 34 60 92 110 97 60 28 13 4 0 0",FALSE
469,14,"1 2 4 8 16 31 7 11 21 13 3 18 20 6","13 34 60 92 110 97 60 28 13 4 0 0",FALSE
470,14,"1 2 4 8 16 31 7 11 21 13 17 3 9 10","13 34 60 92 110 97 60 28 13 4 0 0",FALSE
471,14,"1 2 4 8 16 31 7 11 21 13 17 3 10 5","13 34 60 92 110 97 60 28 13 4 0 0",FALSE
472,14,"1 2 4 8 16 31 7 11 13 14 17 18 12 3","13 35 61 88 106 103 66 24 9 5 1 0",FALSE
473,14,"1 2 4 8 16 31 7 11 21 13 17 3 6 5","13 35 61 88 106 103 66 24 9 5 1 0",FALSE
474,14,"1 2 4 8 16 31 7 11 21 13 14 17 5 10","13 37 57 84 118 103 54 28 13 3 1 0",FALSE
475,14,"1 2 4 8 16 31 7 11 21 25 13 5 9 12","13 37 57 84 118 103 54 28 13 3 1 0",FALSE
476,14,"1 2 4 8 16 31 7 11 21 13 14 3 6 10","13 39 61 80 106 103 66 32 9 1 1 0",FALSE
477,14,"1 2 4 8 16 15 19 21 25 3 5 10 12 17","14 31 56 104 116 79 56 40 14 1 0 0",FALSE
478,14,"1 2 4 8 16 15 19 21 9 31 3 6 11 10","14 32 57 100 112 85 62 36 10 2 1 0",FALSE
479,14,"1 2 4 8 16 15 19 21 9 31 3 6 23 7","14 32 57 100 112 85 62 36 10 2 1 0",FALSE
480,14,"1 2 4 8 16 15 19 21 25 3 29 5 12 17","14 33 56 96 116 91 56 32 14 3 0 0",FALSE
481,14,"1 2 4 8 16 31 7 11 13 18 20 3 5 15","14 33 56 96 116 91 56 32 14 3 0 0",FALSE
482,14,"1 2 4 8 16 31 7 11 21 13 17 20 10 5","14 33 56 96 116 91 56 32 14 3 0 0",FALSE
483,14,"1 2 4 8 16 31 7 11 21 13 20 3 5 23","14 33 56 96 116 91 56 32 14 3 0 0",FALSE
484,14,"1 2 4 8 16 31 7 11 13 14 17 18 3 15","14 34 56 93 116 93 56 34 14 0 0 1",FALSE
485,14,"1 2 4 8 16 31 7 11 21 13 3 18 10 15","14 34 56 93 116 93 56 34 14 0 0 1",FALSE
486,14,"1 2 4 8 16 31 7 11 21 13 20 3 6 5","14 34 56 93 116 93 56 34 14 0 0 1",FALSE
487,14,"1 2 4 8 16 15 19 21 9 31 3 6 10 5","14 34 57 92 112 97 62 28 10 4 1 0",FALSE
488,14,"1 2 4 8 16 15 19 21 25 7 9 3 5 6","14 34 57 92 112 97 62 28 10 4 1 0",FALSE
489,14,"1 2 4 8 16 15 19 21 25 3 5 10 12 6","14 35 56 88 116 103 56 24 14 5 0 0",FALSE
490,14,"1 2 4 8 16 15 19 21 25 30 3 18 7 17","14 35 56 88 116 103 56 24 14 5 0 0",FALSE
491,14,"1 2 4 8 16 15 19 21 25 3 5 23 7 17","14 36 61 88 100 97 74 32 6 2 1 0",FALSE
492,14,"1 2 4 8 16 15 19 21 25 3 5 23 6 7","14 37 60 84 104 103 68 28 10 3 0 0",FALSE
493,14,"1 2 4 8 16 31 7 11 13 14 17 3 5 10","14 37 60 84 104 103 68 28 10 3 0 0",FALSE
494,14,"1 2 4 8 16 31 7 11 21 13 14 3 5 10","14 39 56 80 116 103 56 32 14 1 0 0",FALSE
495,14,"1 2 4 8 16 31 7 11 21 13 14 3 6 5","14 39 56 80 116 103 56 32 14 1 0 0",FALSE
496,14,"1 2 4 8 16 15 19 5 24 13 3 23 11 7","15 33 53 96 118 91 58 32 11 3 1 0",FALSE
497,14,"1 2 4 8 16 15 19 21 25 7 9 23 6 17","15 33 53 96 118 91 58 32 11 3 1 0",FALSE
498,14,"1 2 4 8 16 31 7 11 13 18 20 3 5 6","15 33 53 96 118 91 58 32 11 3 1 0",FALSE
499,14,"1 2 4 8 16 31 7 11 21 13 17 10 15 5","15 35 53 88 118 103 58 24 11 5 1 0",FALSE
500,14,"1 2 4 8 16 15 19 21 9 23 3 6 20 17","15 35 57 92 106 91 70 36 7 1 1 0",FALSE
501,14,"1 2 4 8 16 31 7 11 13 14 17 3 5 6","15 36 56 88 110 97 64 32 11 2 0 0",FALSE
502,14,"1 2 4 8 16 31 7 11 13 14 17 3 5 15","15 36 56 88 110 97 64 32 11 2 0 0",FALSE
503,14,"1 2 4 8 16 31 7 11 21 13 3 6 10 5","15 36 56 88 110 97 64 32 11 2 0 0",FALSE
504,14,"1 2 4 8 16 7 11 19 5 24 9 20 3 12","16 33 48 96 128 91 48 32 16 3 0 0",FALSE
505,14,"1 2 4 8 16 15 19 21 25 3 29 12 18 17","16 33 48 96 128 91 48 32 16 3 0 0",FALSE
506,14,"1 2 4 8 16 31 7 11 21 13 20 5 10 15","16 34 48 93 128 93 48 34 16 0 0 1",FALSE
507,14,"1 2 4 8 16 15 19 21 9 23 3 6 20 7","16 35 52 92 116 91 60 36 12 1 0 0",FALSE
508,14,"1 2 4 8 16 31 7 11 13 18 20 9 6 15","16 36 53 88 112 97 66 32 8 2 1 0",FALSE
509,14,"1 2 4 8 16 31 7 11 13 14 17 3 12 15","16 37 52 84 116 103 60 28 12 3 0 0",FALSE
510,14,"1 2 4 8 16 31 7 11 21 13 3 5 10 15","16 37 52 84 116 103 60 28 12 3 0 0",FALSE
511,14,"1 2 4 8 16 31 7 11 21 13 14 5 10 15","16 41 48 72 128 115 48 24 16 3 0 0",FALSE
512,14,"1 2 4 8 16 31 7 11 13 14 3 5 10 12","16 45 64 72 96 107 64 24 16 7 0 0",FALSE
513,14,"1 2 4 8 16 31 7 11 13 14 3 5 9 6","17 43 61 80 98 95 66 32 13 5 1 0",FALSE
514,14,"1 2 4 8 16 31 7 11 13 14 3 5 9 15","17 43 61 80 98 95 66 32 13 5 1 0",FALSE
515,14,"1 2 4 8 16 31 7 11 13 14 3 5 6 15","18 42 56 85 108 85 56 42 18 0 0 1",FALSE
516,14,"1 2 4 8 16 15 19 21 3 5 23 17 6 7","18 42 57 84 104 89 62 36 14 4 1 0",FALSE
517,14,"1 2 4 8 16 31 7 11 13 14 3 5 10 15","18 43 56 80 108 95 56 32 18 5 0 0",FALSE
518,14,"1 2 4 8 16 7 11 13 14 3 5 9 15 6","22 55 72 96 116 87 40 16 6 1 0 0",FALSE
519,14,"2 3 4 5 6 7 8 9 10 11 12 13 14 15","28 77 112 168 232 203 112 56 28 7 0 0",FALSE
